steps	bmi
2657.766990291262	26.302367941712205
11104.368932038835	26.11657559198543
2949.0291262135925	29.70856102003643
11322.815533980582	16.91985428051002
7317.961165048544	28.686703096539162
10521.844660194176	30.544626593806925
9684.466019417476	26.704918032786885
6516.990291262136	15.309653916211293
6152.912621359223	26.42622950819672
6334.95145631068	26.271402550091075
8919.902912621359	29.306010928961747
7572.815533980583	29.987249544626593
5060.679611650485	29.801457194899818
13798.543689320388	18.065573770491802
8446.601941747573	22.183970856102004
4696.601941747573	28.6247723132969
8956.310679611652	28.748633879781423
6589.805825242718	21.4408014571949
9866.504854368932	29.182149362477233
7682.038834951456	21.502732240437158
8919.902912621359	30.11111111111111
12305.825242718447	22.617486338797814
9393.203883495145	31.473588342440802
9174.757281553397	29.275045537340617
6225.728155339806	17.508196721311474
6990.291262135922	17.384335154826957
5133.495145631068	19.24225865209472
8009.708737864078	27.881602914389802
5424.757281553399	22.493624772313296
9283.980582524273	25.12568306010929
14817.961165048544	16.579234972677597
6626.213592233009	26.48816029143898
11432.038834951456	21.595628415300546
9247.57281553398	23.205828779599273
8883.495145631068	28.81056466302368
5716.019417475729	29.398907103825138
10230.582524271846	26.42622950819672
5752.42718446602	27.3551912568306
10449.029126213592	29.956284153005463
2366.504854368932	25.5591985428051
6189.320388349515	30.854280510018214
10376.213592233009	27.3551912568306
7645.631067961165	29.367941712204008
7135.922330097087	29.182149362477233
6699.0291262135925	26.147540983606557
6735.436893203883	28.779599271402553
13398.058252427185	16.517304189435336
5279.126213592233	16.703096539162114
4186.8932038834955	17.384335154826957
14563.106796116504	20.07832422586521
2694.174757281553	31.411657559198545
8701.456310679612	16.2695810564663
7645.631067961165	29.213114754098363
3640.7766990291257	17.29143897996357
1274.271844660194	31.040072859744992
1638.349514563106	28.6247723132969
10703.88349514563	30.296903460837886
8956.310679611652	31.814207650273225
9393.203883495145	29.182149362477233
7390.776699029127	31.380692167577415
6771.844660194174	25.09471766848816
7900.485436893204	17.539162112932605
7063.1067961165045	28.6247723132969
11941.747572815533	17.477231329690348
10084.951456310679	30.916211293260474
2512.135922330097	25.837887067395265
8337.3786407767	27.91256830601093
6699.0291262135925	25.09471766848816
6516.990291262136	26.178506375227684
8009.708737864078	28.500910746812387
7718.446601941748	21.53369763205829
2439.3203883495153	28.315118397085612
11140.776699029126	28.531876138433514
5716.019417475729	27.29326047358834
8774.271844660194	16.052823315118395
2621.3592233009713	29.584699453551913
6844.660194174758	29.987249544626593
14526.699029126214	19.55191256830601
9939.320388349515	18.561020036429873
7208.73786407767	29.987249544626593
2839.805825242718	26.209471766848814
8373.786407766991	22.060109289617486
14490.291262135923	19.428051001821494
7135.922330097087	29.24408014571949
10558.252427184467	20.604735883424407
14526.699029126214	19.428051001821494
9902.912621359224	29.584699453551913
8665.048543689321	15.092896174863387
9283.980582524273	28.067395264116577
